CÓDIGO,DESCRIÇÃO,NOVO VALOR (HM),VALOR (CUSTO),AUXILIAR,PORTE,FILME
30207070,Fratura do arco zigomático - redução cirúrgica com fixação,252.09,0,1,2,0
30207088,Fratura  simples de mandíbula com contenção e bloqueio intermaxilar eventual,137.51,0,1,2,0
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,366.67,0,2,4,0
30207100,Fratura naso etmóido órbito-etmoidal,756.51,0,1,5,0
30207118,Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,534.72,0,2,5,0
30207126,Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar,641.67,0,2,5,0
30207134,Fraturas alveolares - fixação com aparelho e contenção,75.36,0,1,0,0
30207142,Fratura de maxila. tipo Lefort I e II - redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual,275,0,2,3,0
30207150,Fratura de maxila. tipo Lefort III - redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual,320.83,0,2,3,0
30207169,Fratura Lefort I - fixação cirúrgica com síntese óssea. levantamento e bloqueio intermaxilar eventual,458.33,0,1,4,0
30207177,Fratura Lefort II - fixação cirúrgica com síntese óssea. levantamento e bloqueio intermaxilar eventual,611.11,0,2,5,0
30207185,Fratura Lefort III - fixação cirúrgica com síntese óssea. levantamento crânio-maxilar e bloqueio intermaxilar eventual,611.11,0,2,5,0
30207193,Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea. levantamento crânio maxilar e bloqueio intermaxilar,649.41,0,2,5,0
30207207,Fraturas complexas do terço médio da face. fixação cirúrgica com síntese. levantamento crânio-maxilar. enxerto ósseo. halo craniano eventual,916.66,0,0,0,0
30207215,Retirada dos meios de fixação (na face),36.67,0,0,0,0
30207223,Tratamento conservador de fratura de ossos,36.67,0,0,0,0
30207231,Redução de luxação do ATM,147.59,0,1,2,0
30208009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - CIRURGIA REPARADORA E FUNCIONAL DA FACE,,,,,
30208017,Artroplastia para luxação recidivante da articulação têmporo-mandibular,595.84,0,2,5,0
30208025,Osteoplastia para prognatismo. micrognatismo ou laterognatismo,611.11,0,2,5,0
30208033,Osteotomias alvéolo palatinas,320.83,0,1,3,0
30208041,Osteotomias segmentares da maxila ou malar,458.33,0,1,4,0
30208050,Osteotomia tipo Lefort I,458.33,0,1,4,0
30208068,Osteotomia tipo Lefort II,641.67,0,0,0,0
30208076,Osteotomia tipo Lefort III - extracraniana,825,0,0,0,0
30208084,Osteotomia crânio-maxilares complexas,1.076.36,0,3,6,0
30208092,Redução simples da luxação da articulação têmporo-mandibular com fixação intermaxilar,183.34,0,1,2,0
30208106,Reconstrução parcial da mandíbula com enxerto ósseo,549.99,0,2,5,0
30208114,Reconstrução total de mandíbula com prótese e ou enxerto ósseo,916.66,0,3,6,0
30208122,Tratamento cirúrgico de anquilose da articulação têmporo mandibular,458.33,0,0,0,0
30208130,Translocação etmóido orbital para tratamento do hipertelorismo    miocutâneo associado a expansor de tecido - por lado,687.84,0,3,6,0
30209005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - SEQUELAS DE TRAUMA DA FACE,,,,,
30209013,Osteoplastias etmóido orbitais,733.33,0,2,5,0
30209021,Osteoplastias de mandíbula,641.67,0,2,5,0
30209030,Osteoplastias do arco zigomático,381.94,0,1,3,0
30209048,Osteoplastias da órbita,825,0,0,0,0
30209056,Correção cirúrgica de depressão (afundamento) da região frontal,584.09,0,0,5,0
30210003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - FACE,,,,,
30210011,Hemiatrofia facial. correção com enxerto de gordura ou implante,457.28,0,1,5,0
30210020,Correção de tumores. cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por estágio,457.28,0,1,5,0
30210038,Paralisia facial - reanimação com o músculo temporal (região oral). sem neurotização,457.28,0,2,5,0
30210046,Paralisia facial - reanimação com o músculo temporal (região orbital). sem neurotização,457.28,0,2,5,0
30210054,Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização,826.17,0,2,6,0
30210062,Paralisia facial - reanimação com o músculo temporal (região orbital e oral) com neurotização,826.17,0,1,6,0
30210070,Reconstrução com retalhos axiais supra-orbitais e supratrocleares,418.85,0,1,6,0
30210089,Reconstrução com retalho axial da artéria temporal superficial,418.85,0,1,6,0
30210097,Reconstrução com retalhos em VY de pedículo subarterial,418.85,0,1,6,0
30210100,Reconstrução com rotação do músculo temporal,503.39,0,1,6,0
30210119,Exérese de tumor maligno de pele,125.6,0,0,0,0
30210127,Exérese de tumor benigno. cisto ou fístula,196.54,0,2,3,0
30211000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - MANDÍBULA,,,,,
30211018,Biópsia de mandíbula,100.47,0,0,0,0
30211034,Ressecção de tumor de mandíbula com desarticulação de ATM,389.58,0,2,3,0
30211042,Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula,504.16,0,2,4,0
30211050,Mandibulectomia total,794.45,0,2,4,0
30211069,Mandibulectomia com ou sem esvaziamento orbitário e rinotomia lateral,391.96,0,2,6,0
30212006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - PESCOÇO,,,,,
30212014,Cervicotomia exploradora,244.44,0,1,3,0
30212022,Drenagem de abscesso cervical profundo,192.13,0,1,2,0
30212030,Esvaziamento cervical radical (especificar o lado),504.16,0,2,4,0
30212049,Esvaziamento cervical radical ampliado,641.67,0,3,5,0
30212057,Esvaziamento cervical seletivo (especificar o lado),412.5,0,2,4,0
30212065,Exérese de cisto branquial,252.09,0,1,3,0
30212073,Exérese de cisto tireoglosso,252.09,0,1,3,0
30212081,Exérese de tumor benigno. cisto ou fístula cervical,229.17,0,2,3,0
30212090,Linfadenectomia profunda,175.83,0,1,2,0
30212103,Linfadenectomia superficial,100.47,0,1,0,0
30212111,Neuroblastoma cervical - exérese,595.84,0,1,5,0
30212120,Punção-biópsia de pescoço,52.47,0,0,0,0
30212138,Reconstrução de esôfago cervical,611.11,0,0,0,0
30212146,Ressecção de tumor de corpo carotídeo,641.67,0,3,5,0
30212154,Retração cicatricial cervical - por estágio,611.11,0,2,5,0
30212162,Retração cicatricial cervical com emprego de expansores de tecido - por estágio,457.28,0,1,5,0
30212170,Torcicolo congênito - tratamento cirúrgico,275,0,0,0,0
30212189,Tratamento cirúrgico da lipomatose cervical,326.63,0,2,4,0
30212197,Tratamento cirúrgico de fístula com retalho cutâneo,183.34,0,1,1,0
30213002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - TIREÓIDE,,,,,
30213010,Biópsia de tireóide,83.73,0,1,1,0
30213029,Bócio mergulhante: extirpação por acesso cérvico-torácico,687.5,0,0,0,0
30213037,Istmectomia ou nodulectomia,165.23,0,2,4,0
30213045,Tireoidectomia parcial,496.53,0,3,4,0
30213053,Tireoidectomia total,572.92,0,3,5,0
30214009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - PARATIREÓIDE,,,,,
30214017,Biópsia de paratireóide,305.55,0,1,1,0
30214025,Paratireoidectomia com toracotomia,763.89,0,3,6,0
30214033,Reimplante de paratireóide previamente preservada,275.61,0,2,4,0
30214041,Tratamento cirúrgico do hiperparatireoidismo primário,418.85,0,2,4,0
30214050,Tratamento cirúrgico do hiperparatireoidismo secundário,537.97,0,2,4,0
30215005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (CABEÇA E PESCOÇO) - CRÂNIO,,,,,
30215013,Cranioplastia,320.83,0,1,4,0
30215021,Craniotomia descompressiva,503.39,0,2,5,0
30215030,Craniotomia para tumores ósseos,418.85,0,2,4,0
30215048,Reconstrução craniana ou craniofacial,954.86,0,2,7,0
30215056,Retirada de cranioplastia,244.44,0,1,2,0
30215072,Tratamento cirúrgico da craniossinostose,458.33,0,1,5,0
30215080,Tratamento cirúrgico da fratura do crânio - afundamento,458.33,0,2,5,0
30215099,Tratamento cirúrgico da osteomielite de crânio,305.55,0,1,4,0
30301009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - PÁLPEBRAS,,,,,
30301017,Abscesso de pálpebra - drenagem,36.67,0,0,0,0
30301025,Biópsia de pálpebra,68.05,0,0,0,0
30301033,Blefarorrafia,140.64,0,0,1,0
30301041,Calázio,60.28,0,0,0,0
30301050,Cantoplastia lateral,152.78,0,1,2,0
30301068,Cantoplastia medial,190.97,0,1,2,0
30301076,Coloboma - com plástica,252.09,0,1,4,0
30301084,Correção cirúrgica de ectrópio ou entrópio,229.17,0,1,2,0
30301114,Epicanto - correção cirúrgica - unilateral,183.34,0,1,2,0
30301122,Epilação,41.52,0,0,0,0
30301130,Epilação de cílios (diatermo-coagulação),61.95,0,0,0,0
30301149,Fissura palpebral - correção cirúrgica,183.34,0,0,0,0
30301157,Lagoftalmo - correção cirúrgica,252.09,0,0,0,0
30301165,Pálpebra - reconstrução parcial (com ou sem ressecção de tumor),305.55,0,1,3,0
30301173,Pálpebra - reconstrução total (com ou sem ressecção de tumor) - por estágio,416.66,0,2,4,0
30301181,Ptose palpebral - correção cirúrgica - unilateral,305.55,0,1,2,0
30301190,Ressecção de tumores palpebrais,137.51,0,0,2,0
30301203,Retração palpebral,229.17,0,1,3,0
30301211,Simbléfaro com ou sem enxerto - correção cirúrgica,183.34,0,1,2,0
30301220,Supercílio - reconstrução total,413.98,0,1,4,0
30301238,Sutura de pálpebra,82.5,0,0,0,0
30301246,Tarsorrafia,66.99,0,0,0,0
30301254,Telecanto - correção cirúrgica - unilateral,343.75,0,1,3,0
30301262,Triquíase com ou sem enxerto,200.96,0,0,0,0
30302005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - CAVIDADE ORBITÁRIA,,,,,
30302013,Correção da enoftalmia,381.94,0,1,4,0
30302021,Descompressão de órbita ou nervo ótico,458.33,0,1,4,0
30302030,Exenteração com osteotomia,549.99,0,1,5,0
30302048,Exenteração de órbita,549.99,0,1,5,0
30302056,Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pálpebra. cavidade orbitária e olhos,534.72,0,1,5,0
30302064,Fratura de órbita - redução cirúrgica,458.33,0,1,3,0
30302072,Fratura de órbita - redução cirúrgica e enxerto ósseo,595.84,0,1,4,0
30302080,Implante secundário de órbita,391.69,0,1,5,0
30302099,Microcirurgia para tumores orbitários,1.145.83,0,2,7,0
30302102,Reconstituição de paredes orbitárias,687.5,0,1,5,0
30302110,Reconstrução parcial de cavidade orbital - por estágio,504.16,0,1,5,0
30302129,Reconstrução total da cavidade orbital - por estágio,504.16,0,1,5,0
30302137,Tumor de órbita - exérese,504.16,0,1,5,0
30303001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - CONJUNTIVA,,,,,
30303010,Autotransplante conjuntival,250.14,0,1,5,0
30303028,Biópsia de conjuntiva,49.9,0,0,0,0
30303044,Infiltração subconjuntival,24.95,0,0,0,0
30303052,Plástica de conjuntiva,142.18,0,1,3,0
30303060,Pterígio - exérese,161.06,0,0,1,0
30303079,Reconstituição de fundo de saco,359.84,0,1,3,0
30303087,Sutura de conjuntiva,68.75,0,0,1,0
30303109,Tumor de conjuntiva - exérese,161.06,0,0,1,0
30304008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - CÓRNEA,,,,,
30304016,Cauterização de córnea,40.19,0,0,0,0
30304024,Ceratectomia superficial - monocular,161.06,0,0,0,0
30304032,Corpo estranho da córnea - retirada,40.19,0,0,0,0
30304040,PTK ceratectomia fototerapêutica - monocular,326.63,0,1,3,0
30304059,Recobrimento conjuntival,160.41,0,0,1,0
30304067,Sutura de córnea (com ou sem hérnia de íris),292.62,0,1,3,0
30304075,Tarsoconjuntivoceratoplastia,427.77,0,1,0,0
30304083,Implante de anel intra-estromal,649.41,0,1,3,0
30304091,Fotoablação de superfície convencional - PRK,377.95,0,0,0,0
30304105,Delaminação corneana com fotoablação estromal - LASIK,580.55,0,0,0,0
30305004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - CÂMARA ANTERIOR,,,,,
30305012,Paracentese da câmara anterior,110.02,0,0,1,0
30305020,Reconstrução da câmara anterior,381.94,0,1,4,0
30305039,Remoção de hifema,183.34,0,1,3,0
30305047,Retirada de corpo estranho da câmara anterior,297.92,0,1,4,0
30306000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - CRISTALINO,,,,,
30306019,Capsulotomia YAG ou cirúrgica,265.15,0,0,0,0
30306027,Facectomia com lente intra-ocular com facoemulsificação,756.25,0,2,5,0
30306035,Facectomia com lente intra-ocular sem facoemulsificação,756.25,0,2,5,0
30306043,Facectomia sem implante,412.5,0,1,5,0
30306051,Fixação iriana de lente intra-ocular,326.63,0,1,3,0
30306060,Implante secundário / explante / fixação escleral ou iriana,389.58,0,1,5,0
30306078,Remoção de pigmentos da lente intra-ocular com yag-laser,153.71,0,0,3,0
30307007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - CORPO VÍTREO,,,,,
30307015,Biópsia de tumor via pars plana,276.8,0,1,3,0
30307023,Biópsia de vítreo via pars plana,173,0,1,2,0
30307031,Endolaser/Endodiatermia,255.2,0,1,3,0
30307040,Implante de silicone intravítreo,357.35,0,1,7,0
30307058,Infusão de perfluocarbono,255.2,0,1,3,0
30307066,Membranectomia EPI ou sub-retiniana,305.55,0,1,3,0
30307074,Retirada de corpo estranho,366.67,0,1,3,0
30307082,Retirada de óleo de silicone via pars plana,391.95,0,0,3,0
30307090,Troca fluido gasosa,255.2,0,1,3,0
30307104,Vitrectomia a céu aberto - ceratoprótese,825,0,1,5,0
30307112,Vitrectomia anterior,320.83,0,1,4,0
30307120,Vitrectomia vias pars plana,664.58,0,1,5,0
30308003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - ESCLERA,,,,,
30308011,Biópsia de esclera,66.29,0,0,1,0
30308020,Enxerto de esclera (qualquer técnica),381.94,0,0,4,0
30308038,Sutura de esclera,183.34,0,0,1,0
30309000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - BULBO OCULAR,,,,,
30309018,Enucleação ou evisceração com ou sem implante,366.67,0,1,1,0
30309026,Injeção retrobulbar,40.19,0,0,0,0
30309034,Reconstituição de globo ocular com lesão de estruturas intra-oculares,549.99,0,1,5,0
30310008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - ÍRIS E CORPO CILIAR,,,,,
30310016,Biópsia de íris e corpo ciliar,183.34,0,0,1,0
30310024,Cicloterapia - qualquer técnica,137.51,0,0,3,0
30310032,Cirurgias fistulizantes antiglaucomatosas,504.16,0,1,4,0
30310040,Cirurgias fistulizantes com implantes valvulares,611.11,0,1,4,0
30310059,Drenagem de descolamento de coróide,333.52,0,1,4,0
30310067,Fototrabeculoplastia (laser),255.2,0,0,0,0
30310075,Goniotomia ou trabeculotomia,611.11,0,1,5,0
30310083,Iridectomia (laser ou cirúrgica),255.2,0,0,0,0
30310091,Iridociclectomia,687.5,0,0,5,0
30310105,Sinequiotomia (cirúrgica),255.2,0,1,3,0
30310113,Sinequiotomia (laser),265.15,0,1,4,0
30311004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - MÚSCULOS,,,,,
30311012,Biópsia de músculos,110.02,0,0,0,0
30311020,Cirurgia com sutura ajustável,326.63,0,1,4,0
30311039,Estrabismo ciclo vertical/transposição - monocular,458.33,0,1,2,0
30311047,Estrabismo horizontal - monocular,458.33,0,1,2,0
30311055,Injeção de toxina botulínica - monocular,96.07,0,0,0,0
30312000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - RETINA,,,,,
30312019,Aplicação de placa radiativa episcleral,371.87,0,1,3,0
30312027,Biópsia de retina,326.41,0,1,4,0
30312035,Exérese de tumor de coróide e/ou corpo ciliar,496.53,0,1,4,0
30312043,Fotocoagulação (laser) - por sessão  - monocular,251.19,0,0,0,0
30312060,Pancrioterapia periférica,247.92,0,1,2,0
30312078,Remoção de implante episcleral,125.6,0,1,3,0
30312086,Retinopexia com introflexão escleral,687.5,0,1,5,0
30312094,Retinopexia pneumática,275,0,0,0,0
30312108,Retinopexia profilática (criopexia),183.34,0,0,2,0
30313007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (OLHOS) - VIAS LACRIMAIS,,,,,
30313015,Cirurgia da glândula lacrimal,413.98,0,1,4,0
30313023,Dacriocistectomia - unilateral,183.34,0,1,2,0
30313031,Dacriocistorrinostomia com ou sem intubação - unilateral,458.33,0,1,4,0
30313040,Fechamento dos pontos lacrimais,49.9,0,0,0,0
30313058,Reconstituição de vias lacrimais com silicone ou outro material,416.66,0,1,4,0
30313066,Sondagem das vias lacrimais - com ou sem lavagem,45.83,0,0,1,0
30401003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (ORELHA) - PAVILHÃO AURICULAR,,,,,
30401011,Biópsia de pavilhão auricular,50.24,0,0,0,0
30401020,Exérese de tumor com abordagem craniofacial oncológica pavilhão auricular (tempo facial),1.145.83,0,3,7,0
30401038,Exérese de tumor com fechamento primário,96.07,0,2,2,0
30401046,Outros defeitos congênitos que não a microtia,457.28,0,1,3,0
30401054,Reconstrução  de orelha - retoques,226.88,0,1,3,0
30401062,Reconstrução de unidade anatômica do pavilhão auricular - por estágio,457.28,0,1,2,0
30401070,Reconstrução total de orelha (único estágio),611.11,0,3,5,0
30401089,Ressecção de tumor de pavilhão auricular. incluindo parte do osso temporal,946.97,0,3,7,0
30401097,Ressecção subtotal ou total de orelha,165.23,0,2,3,0
30401100,Tratamento cirúrgico de sinus pré-auricular,152.78,0,1,1,0
30402000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (ORELHA) - ORELHA EXTERNA,,,,,
30402018,Aspiração auricular ou curativo,15.07,0,0,0,0
30402026,Biópsia (orelha externa),91.66,0,0,1,0
30402034,Cisto pré-auricular (coloboma auris) - exérese-unilateral,229.17,0,1,1,0
30402042,Corpos estranhos. pólipos ou biópsia - em consultório,50.24,0,0,0,0
30402050,Corpos estranhos. pólipos ou biópsia - em hospital sob anestesia geral,91.66,0,0,1,0
30402069,Estenose de conduto auditivo externo - correção,458.33,0,1,2,0
30402077,Furúnculo - drenagem (ouvido),50.24,0,0,0,0
30402085,Pericondrite de pavilhão - tratamento cirúrgico com desbridamento,183.34,0,1,1,0
30402093,Tumor benigno de conduto auditivo externo - exérese,137.51,0,0,1,0
30403006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (ORELHA) - ORELHA MÉDIA,,,,,
30403014,Cauterização de membrana timpânica,24.95,0,0,0,0
30403030,Estapedectomia ou estapedotomia,756.51,0,1,3,0
30403049,Exploração e descompressão parcial do nervo facial intratemporal,840.28,0,1,4,0
30403057,Fístula perilinfática - fechamento cirúrgico,318.71,0,1,3,0
30403065,Glomus jugular - ressecção,916.66,0,2,5,0
30403073,Glomus timpânicus - ressecção,691.86,0,1,4,0
30403081,Mastoidectomia simples ou radical modificada,549.99,0,1,4,0
30403090,Ouvido congênito - tratamento cirúrgico,733.33,0,1,4,0
